data,b_low,b_up,g_low,g_up
"b,g",0.9468749999999999,0.9476562499999999,0.99140625,0.9921875,1
"b,g",0.93125,0.9320312500000001,0.9921875,0.99296875,1
"b,g",0.93125,0.9320312500000001,0.99140625,0.9921875,1
"b,g",0.9468749999999999,0.9476562499999999,0.9921875,0.99296875,1
"b,g",0.9328125,0.93359375,0.9921875,0.99296875,1
"b,g",0.9453125,0.94609375,0.9828125,0.98359375,1
"b,g",0.9265625000000001,0.9273437500000001,0.975,0.97578125,1
"b,g",0.925,0.92578125,0.975,0.97578125,1
"b,g",0.9468749999999999,0.9476562499999999,0.9796874999999999,0.98046875,1
"b,g",0.925,0.92578125,0.9765625,0.97734375,1
"b,g",0.9265625000000001,0.9273437500000001,0.9765625,0.97734375,1
"b,g",0.9468749999999999,0.9476562499999999,0.9781249999999999,0.9789062499999999,1
"b,g",0.9484374999999999,0.94921875,0.9796874999999999,0.98046875,1
"b,g",0.9484374999999999,0.94921875,0.9781249999999999,0.9789062499999999,1
"b,g",0.9484374999999999,0.94921875,0.98828125,0.9890625000000001,1
"b,g",0.9468749999999999,0.9476562499999999,0.98828125,0.9890625000000001,1
"b,g",0.9468749999999999,0.9476562499999999,0.9890625000000001,0.9898437500000001,1
"b,g",0.9484374999999999,0.94921875,0.9890625000000001,0.9898437500000001,1
"b,g",0.9375,0.93828125,0.9828125,0.98359375,1
"b,g",0.9390625,0.9398437500000001,0.98125,0.9820312499999999,1
"b,g",0.9390625,0.9398437500000001,0.9828125,0.98359375,1
"b,g",0.9375,0.93828125,0.98125,0.9820312499999999,1
"b,g",0.9421875,0.9429687499999999,0.9890625000000001,0.9898437500000001,1
"b,g",0.9375,0.93828125,0.99140625,0.9921875,1
"b,g",0.9390625,0.9398437500000001,0.99140625,0.9921875,1
"b,g",0.9390625,0.9398437500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.9375,0.93828125,0.9859375,0.9867187500000001,1
"b,g",0.9390625,0.9398437500000001,0.984375,0.98515625,1
"b,g",0.9390625,0.9398437500000001,0.9859375,0.9867187500000001,1
"b,g",0.9375,0.93828125,0.984375,0.98515625,1
"b,g",0.9375,0.93828125,0.9921875,0.99296875,1
"b,g",0.9421875,0.9429687499999999,0.9765625,0.97734375,1
"b,g",0.940625,0.94140625,0.9890625000000001,0.9898437500000001,1
"b,g",0.940625,0.94140625,0.9765625,0.97734375,1
"b,g",0.9375,0.93828125,0.9890625000000001,0.9898437500000001,1
"b,g",0.9390625,0.9398437500000001,0.9921875,0.99296875,1
"b,g",0.9421875,0.9429687499999999,0.975,0.97578125,1
"b,g",0.940625,0.94140625,0.975,0.97578125,1
"b,g",0.940625,0.94140625,0.98828125,0.9890625000000001,1
"b,g",0.9421875,0.9429687499999999,0.98828125,0.9890625000000001,1
"b,g",0.9390625,0.9398437500000001,0.98828125,0.9890625000000001,1
"b,g",0.9375,0.93828125,0.98828125,0.9890625000000001,1
"b,g",0.9421875,0.9429687499999999,0.9921875,0.99296875,1
"b,g",0.940625,0.94140625,0.9921875,0.99296875,1
"b,g",0.940625,0.94140625,0.99140625,0.9921875,1
"b,g",0.9421875,0.9429687499999999,0.99140625,0.9921875,1
"b,g",0.9375,0.93828125,0.9781249999999999,0.9789062499999999,1
"b,g",0.9390625,0.9398437500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.9390625,0.9398437500000001,0.975,0.97578125,1
"b,g",0.9375,0.93828125,0.9765625,0.97734375,1
"b,g",0.9390625,0.9398437500000001,0.9765625,0.97734375,1
"b,g",0.940625,0.94140625,0.984375,0.98515625,1
"b,g",0.9421875,0.9429687499999999,0.984375,0.98515625,1
"b,g",0.9375,0.93828125,0.975,0.97578125,1
"b,g",0.940625,0.94140625,0.9859375,0.9867187500000001,1
"b,g",0.9375,0.93828125,0.9796874999999999,0.98046875,1
"b,g",0.9421875,0.9429687499999999,0.9859375,0.9867187500000001,1
"b,g",0.9390625,0.9398437500000001,0.9796874999999999,0.98046875,1
"b,g",0.940625,0.94140625,0.9828125,0.98359375,1
"b,g",0.940625,0.94140625,0.98125,0.9820312499999999,1
"b,g",0.940625,0.94140625,0.9796874999999999,0.98046875,1
"b,g",0.9421875,0.9429687499999999,0.98125,0.9820312499999999,1
"b,g",0.9421875,0.9429687499999999,0.9781249999999999,0.9789062499999999,1
"b,g",0.9421875,0.9429687499999999,0.9796874999999999,0.98046875,1
"b,g",0.940625,0.94140625,0.9781249999999999,0.9789062499999999,1
"b,g",0.9421875,0.9429687499999999,0.9828125,0.98359375,1
"b,g",0.93125,0.9320312500000001,0.9796874999999999,0.98046875,1
"b,g",0.93125,0.9320312500000001,0.9765625,0.97734375,1
"b,g",0.9328125,0.93359375,0.9765625,0.97734375,1
"b,g",0.934375,0.9351562499999999,0.9781249999999999,0.9789062499999999,1
"b,g",0.9328125,0.93359375,0.975,0.97578125,1
"b,g",0.9328125,0.93359375,0.9796874999999999,0.98046875,1
"b,g",0.9328125,0.93359375,0.9781249999999999,0.9789062499999999,1
"b,g",0.93125,0.9320312500000001,0.975,0.97578125,1
"b,g",0.93125,0.9320312500000001,0.9828125,0.98359375,1
"b,g",0.93125,0.9320312500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.9359375,0.93671875,0.9796874999999999,0.98046875,1
"b,g",0.93125,0.9320312500000001,0.98125,0.9820312499999999,1
"b,g",0.9328125,0.93359375,0.9828125,0.98359375,1
"b,g",0.9328125,0.93359375,0.98125,0.9820312499999999,1
"b,g",0.9359375,0.93671875,0.9781249999999999,0.9789062499999999,1
"b,g",0.934375,0.9351562499999999,0.9796874999999999,0.98046875,1
"b,g",0.9359375,0.93671875,0.9828125,0.98359375,1
"b,g",0.934375,0.9351562499999999,0.98125,0.9820312499999999,1
"b,g",0.934375,0.9351562499999999,0.9828125,0.98359375,1
"b,g",0.9359375,0.93671875,0.98125,0.9820312499999999,1
"b,g",0.9328125,0.93359375,0.9859375,0.9867187500000001,1
"b,g",0.93125,0.9320312500000001,0.9859375,0.9867187500000001,1
"b,g",0.93125,0.9320312500000001,0.984375,0.98515625,1
"b,g",0.9328125,0.93359375,0.984375,0.98515625,1
"b,g",0.9359375,0.93671875,0.984375,0.98515625,1
"b,g",0.934375,0.9351562499999999,0.9859375,0.9867187500000001,1
"b,g",0.9359375,0.93671875,0.9859375,0.9867187500000001,1
"b,g",0.934375,0.9351562499999999,0.984375,0.98515625,1
"b,g",0.9359375,0.93671875,0.9765625,0.97734375,1
"b,g",0.934375,0.9351562499999999,0.975,0.97578125,1
"b,g",0.9359375,0.93671875,0.975,0.97578125,1
"b,g",0.934375,0.9351562499999999,0.9765625,0.97734375,1
"b,g",0.8109375,0.81171875,0.9828125,0.98359375,1
"b,g",0.809375,0.8101562499999999,0.9828125,0.98359375,1
"b,g",0.8109375,0.81171875,0.98125,0.9820312499999999,1
"b,g",0.809375,0.8101562499999999,0.98125,0.9820312499999999,1
"b,g",0.8109375,0.81171875,0.9859375,0.9867187500000001,1
"b,g",0.8109375,0.81171875,0.984375,0.98515625,1
"b,g",0.80625,0.8070312500000001,0.98125,0.9820312499999999,1
"b,g",0.8078125,0.80859375,0.9828125,0.98359375,1
"b,g",0.80625,0.8070312500000001,0.9828125,0.98359375,1
"b,g",0.809375,0.8101562499999999,0.9859375,0.9867187500000001,1
"b,g",0.809375,0.8101562499999999,0.984375,0.98515625,1
"b,g",0.8078125,0.80859375,0.98125,0.9820312499999999,1
"b,g",0.8078125,0.80859375,0.9796874999999999,0.98046875,1
"b,g",0.80625,0.8070312500000001,0.9796874999999999,0.98046875,1
"b,g",0.80625,0.8070312500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.8078125,0.80859375,0.9765625,0.97734375,1
"b,g",0.80625,0.8070312500000001,0.9765625,0.97734375,1
"b,g",0.80625,0.8070312500000001,0.9859375,0.9867187500000001,1
"b,g",0.8078125,0.80859375,0.984375,0.98515625,1
"b,g",0.8078125,0.80859375,0.9859375,0.9867187500000001,1
"b,g",0.80625,0.8070312500000001,0.984375,0.98515625,1
"b,g",0.8078125,0.80859375,0.9781249999999999,0.9789062499999999,1
"b,g",0.809375,0.8101562499999999,0.9781249999999999,0.9789062499999999,1
"b,g",0.809375,0.8101562499999999,0.9765625,0.97734375,1
"b,g",0.8109375,0.81171875,0.9781249999999999,0.9789062499999999,1
"b,g",0.809375,0.8101562499999999,0.9796874999999999,0.98046875,1
"b,g",0.8109375,0.81171875,0.9796874999999999,0.98046875,1
"b,g",0.8109375,0.81171875,0.9765625,0.97734375,1
"b,g",0.8031250000000001,0.80390625,0.98125,0.9820312499999999,1
"b,g",0.8031250000000001,0.80390625,0.9828125,0.98359375,1
"b,g",0.8046875,0.80546875,0.9828125,0.98359375,1
"b,g",0.8046875,0.80546875,0.98125,0.9820312499999999,1
"b,g",0.8,0.80078125,0.9859375,0.9867187500000001,1
"b,g",0.8,0.80078125,0.984375,0.98515625,1
"b,g",0.8015625000000001,0.8023437500000001,0.9859375,0.9867187500000001,1
"b,g",0.8015625000000001,0.8023437500000001,0.984375,0.98515625,1
"b,g",0.8,0.80078125,0.98125,0.9820312499999999,1
"b,g",0.8,0.80078125,0.9828125,0.98359375,1
"b,g",0.8015625000000001,0.8023437500000001,0.98125,0.9820312499999999,1
"b,g",0.8015625000000001,0.8023437500000001,0.9828125,0.98359375,1
"b,g",0.8031250000000001,0.80390625,0.984375,0.98515625,1
"b,g",0.8031250000000001,0.80390625,0.9859375,0.9867187500000001,1
"b,g",0.8046875,0.80546875,0.984375,0.98515625,1
"b,g",0.8046875,0.80546875,0.9859375,0.9867187500000001,1
"b,g",0.8046875,0.80546875,0.9781249999999999,0.9789062499999999,1
"b,g",0.8,0.80078125,0.9765625,0.97734375,1
"b,g",0.8046875,0.80546875,0.9765625,0.97734375,1
"b,g",0.8015625000000001,0.8023437500000001,0.9765625,0.97734375,1
"b,g",0.8015625000000001,0.8023437500000001,0.9796874999999999,0.98046875,1
"b,g",0.8,0.80078125,0.9796874999999999,0.98046875,1
"b,g",0.8031250000000001,0.80390625,0.9765625,0.97734375,1
"b,g",0.8015625000000001,0.8023437500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.8,0.80078125,0.9781249999999999,0.9789062499999999,1
"b,g",0.8046875,0.80546875,0.9796874999999999,0.98046875,1
"b,g",0.8031250000000001,0.80390625,0.9796874999999999,0.98046875,1
"b,g",0.8031250000000001,0.80390625,0.9781249999999999,0.9789062499999999,1
"b,g",0.9875,0.98828125,0.9781249999999999,0.9789062499999999,1
"b,g",0.9906250000000001,0.99140625,0.9796874999999999,0.98046875,1
"b,g",0.9906250000000001,0.99140625,0.9781249999999999,0.9789062499999999,1
"b,g",0.9921875,0.99296875,0.9781249999999999,0.9789062499999999,1
"b,g",0.9875,0.98828125,0.9796874999999999,0.98046875,1
"b,g",0.9890625000000001,0.9898437500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.9890625000000001,0.9898437500000001,0.9796874999999999,0.98046875,1
"b,g",0.9921875,0.99296875,0.9796874999999999,0.98046875,1
"b,g",0.9890625000000001,0.9898437500000001,0.9765625,0.97734375,1
"b,g",0.9890625000000001,0.9898437500000001,0.975,0.97578125,1
"b,g",0.9921875,0.99296875,0.9765625,0.97734375,1
"b,g",0.9875,0.98828125,0.9765625,0.97734375,1
"b,g",0.9921875,0.99296875,0.975,0.97578125,1
"b,g",0.9906250000000001,0.99140625,0.9765625,0.97734375,1
"b,g",0.9906250000000001,0.99140625,0.975,0.97578125,1
"b,g",0.9875,0.98828125,0.975,0.97578125,1
"b,g",0.9953125,0.99609375,0.975,0.97578125,1
"b,g",0.996875,0.9976562499999999,0.9781249999999999,0.9789062499999999,1
"b,g",0.9984375,0.99921875,0.9796874999999999,0.98046875,1
"b,g",0.9984375,0.99921875,0.9781249999999999,0.9789062499999999,1
"b,g",0.9984375,0.99921875,0.975,0.97578125,1
"b,g",0.996875,0.9976562499999999,0.9765625,0.97734375,1
"b,g",0.99375,0.9945312500000001,0.975,0.97578125,1
"b,g",0.996875,0.9976562499999999,0.9796874999999999,0.98046875,1
"b,g",0.9953125,0.99609375,0.9781249999999999,0.9789062499999999,1
"b,g",0.9984375,0.99921875,0.9765625,0.97734375,1
"b,g",0.9953125,0.99609375,0.9765625,0.97734375,1
"b,g",0.99375,0.9945312500000001,0.9796874999999999,0.98046875,1
"b,g",0.99375,0.9945312500000001,0.9765625,0.97734375,1
"b,g",0.9953125,0.99609375,0.9796874999999999,0.98046875,1
"b,g",0.996875,0.9976562499999999,0.975,0.97578125,1
"b,g",0.99375,0.9945312500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.9984375,0.99921875,0.9859375,0.9867187500000001,1
"b,g",0.996875,0.9976562499999999,0.9859375,0.9867187500000001,1
"b,g",0.9984375,0.99921875,0.984375,0.98515625,1
"b,g",0.996875,0.9976562499999999,0.984375,0.98515625,1
"b,g",0.9953125,0.99609375,0.98125,0.9820312499999999,1
"b,g",0.99375,0.9945312500000001,0.9828125,0.98359375,1
"b,g",0.99375,0.9945312500000001,0.9859375,0.9867187500000001,1
"b,g",0.9953125,0.99609375,0.9828125,0.98359375,1
"b,g",0.99375,0.9945312500000001,0.984375,0.98515625,1
"b,g",0.99375,0.9945312500000001,0.98125,0.9820312499999999,1
"b,g",0.9953125,0.99609375,0.984375,0.98515625,1
"b,g",0.996875,0.9976562499999999,0.98125,0.9820312499999999,1
"b,g",0.9984375,0.99921875,0.9828125,0.98359375,1
"b,g",0.9984375,0.99921875,0.98125,0.9820312499999999,1
"b,g",0.9953125,0.99609375,0.9859375,0.9867187500000001,1
"b,g",0.996875,0.9976562499999999,0.9828125,0.98359375,1
"b,g",0.9921875,0.99296875,0.9828125,0.98359375,1
"b,g",0.9921875,0.99296875,0.9859375,0.9867187500000001,1
"b,g",0.9906250000000001,0.99140625,0.9828125,0.98359375,1
"b,g",0.9906250000000001,0.99140625,0.98125,0.9820312499999999,1
"b,g",0.9921875,0.99296875,0.98125,0.9820312499999999,1
"b,g",0.9906250000000001,0.99140625,0.984375,0.98515625,1
"b,g",0.9906250000000001,0.99140625,0.9859375,0.9867187500000001,1
"b,g",0.9921875,0.99296875,0.984375,0.98515625,1
"b,g",0.9875,0.98828125,0.9828125,0.98359375,1
"b,g",0.9875,0.98828125,0.98125,0.9820312499999999,1
"b,g",0.9890625000000001,0.9898437500000001,0.9828125,0.98359375,1
"b,g",0.9890625000000001,0.9898437500000001,0.98125,0.9820312499999999,1
"b,g",0.9890625000000001,0.9898437500000001,0.984375,0.98515625,1
"b,g",0.9875,0.98828125,0.984375,0.98515625,1
"b,g",0.9890625000000001,0.9898437500000001,0.9859375,0.9867187500000001,1
"b,g",0.9875,0.98828125,0.9859375,0.9867187500000001,1
"b,g",0.8171875000000001,0.8179687500000001,0.98828125,0.9890625000000001,1
"b,g",0.8140625,0.8148437500000001,0.99140625,0.9921875,1
"b,g",0.8140625,0.8148437500000001,0.9921875,0.99296875,1
"b,g",0.8171875000000001,0.8179687500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.815625,0.81640625,0.98828125,0.9890625000000001,1
"b,g",0.815625,0.81640625,0.9890625000000001,0.9898437500000001,1
"b,g",0.8125,0.81328125,0.9890625000000001,0.9898437500000001,1
"b,g",0.8140625,0.8148437500000001,0.98828125,0.9890625000000001,1
"b,g",0.8125,0.81328125,0.9921875,0.99296875,1
"b,g",0.8140625,0.8148437500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.8125,0.81328125,0.98828125,0.9890625000000001,1
"b,g",0.8125,0.81328125,0.99140625,0.9921875,1
"b,g",0.815625,0.81640625,0.9921875,0.99296875,1
"b,g",0.8218750000000001,0.8226562500000001,0.99140625,0.9921875,1
"b,g",0.8234375,0.82421875,0.99140625,0.9921875,1
"b,g",0.8218750000000001,0.8226562500000001,0.9921875,0.99296875,1
"b,g",0.8234375,0.82421875,0.9921875,0.99296875,1
"b,g",0.815625,0.81640625,0.99140625,0.9921875,1
"b,g",0.8171875000000001,0.8179687500000001,0.99140625,0.9921875,1
"b,g",0.8171875000000001,0.8179687500000001,0.9921875,0.99296875,1
"b,g",0.8234375,0.82421875,0.9890625000000001,0.9898437500000001,1
"b,g",0.8218750000000001,0.8226562500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.8187500000000001,0.81953125,0.9921875,0.99296875,1
"b,g",0.8187500000000001,0.81953125,0.99140625,0.9921875,1
"b,g",0.8203125000000001,0.8210937500000002,0.99140625,0.9921875,1
"b,g",0.8234375,0.82421875,0.98828125,0.9890625000000001,1
"b,g",0.8218750000000001,0.8226562500000001,0.98828125,0.9890625000000001,1
"b,g",0.8203125000000001,0.8210937500000002,0.9921875,0.99296875,1
"b,g",0.8187500000000001,0.81953125,0.9890625000000001,0.9898437500000001,1
"b,g",0.8203125000000001,0.8210937500000002,0.98828125,0.9890625000000001,1
"b,g",0.8187500000000001,0.81953125,0.98828125,0.9890625000000001,1
"b,g",0.8203125000000001,0.8210937500000002,0.9890625000000001,0.9898437500000001,1
"b,g",0.975,0.97578125,0.9921875,0.99296875,1
"b,g",0.9765625,0.97734375,0.99140625,0.9921875,1
"b,g",0.9765625,0.97734375,0.9921875,0.99296875,1
"b,g",0.975,0.97578125,0.98828125,0.9890625000000001,1
"b,g",0.975,0.97578125,0.99140625,0.9921875,1
"b,g",0.975,0.97578125,0.9890625000000001,0.9898437500000001,1
"b,g",0.9765625,0.97734375,0.9890625000000001,0.9898437500000001,1
"b,g",0.9765625,0.97734375,0.98828125,0.9890625000000001,1
"b,g",0.9828125,0.98359375,0.99140625,0.9921875,1
"b,g",0.9828125,0.98359375,0.9921875,0.99296875,1
"b,g",0.98125,0.9820312499999999,0.9921875,0.99296875,1
"b,g",0.98125,0.9820312499999999,0.99140625,0.9921875,1
"b,g",0.9796874999999999,0.98046875,0.9890625000000001,0.9898437500000001,1
"b,g",0.9828125,0.98359375,0.98828125,0.9890625000000001,1
"b,g",0.984375,0.98515625,0.99140625,0.9921875,1
"b,g",0.9781249999999999,0.9789062499999999,0.9890625000000001,0.9898437500000001,1
"b,g",0.9859375,0.9867187500000001,0.9921875,0.99296875,1
"b,g",0.9828125,0.98359375,0.9890625000000001,0.9898437500000001,1
"b,g",0.98125,0.9820312499999999,0.98828125,0.9890625000000001,1
"b,g",0.9781249999999999,0.9789062499999999,0.98828125,0.9890625000000001,1
"b,g",0.9859375,0.9867187500000001,0.99140625,0.9921875,1
"b,g",0.98125,0.9820312499999999,0.9890625000000001,0.9898437500000001,1
"b,g",0.984375,0.98515625,0.9921875,0.99296875,1
"b,g",0.9796874999999999,0.98046875,0.98828125,0.9890625000000001,1
"b,g",0.9781249999999999,0.9789062499999999,0.9921875,0.99296875,1
"b,g",0.984375,0.98515625,0.98828125,0.9890625000000001,1
"b,g",0.9796874999999999,0.98046875,0.9921875,0.99296875,1
"b,g",0.984375,0.98515625,0.9890625000000001,0.9898437500000001,1
"b,g",0.9796874999999999,0.98046875,0.99140625,0.9921875,1
"b,g",0.9859375,0.9867187500000001,0.98828125,0.9890625000000001,1
"b,g",0.9781249999999999,0.9789062499999999,0.99140625,0.9921875,1
"b,g",0.9859375,0.9867187500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.80625,0.8070312500000001,0.9921875,0.99296875,1
"b,g",0.80625,0.8070312500000001,0.99140625,0.9921875,1
"b,g",0.8078125,0.80859375,0.99140625,0.9921875,1
"b,g",0.8078125,0.80859375,0.9921875,0.99296875,1
"b,g",0.809375,0.8101562499999999,0.9890625000000001,0.9898437500000001,1
"b,g",0.809375,0.8101562499999999,0.99140625,0.9921875,1
"b,g",0.809375,0.8101562499999999,0.9921875,0.99296875,1
"b,g",0.8109375,0.81171875,0.98828125,0.9890625000000001,1
"b,g",0.809375,0.8101562499999999,0.98828125,0.9890625000000001,1
"b,g",0.8109375,0.81171875,0.9890625000000001,0.9898437500000001,1
"b,g",0.8109375,0.81171875,0.99140625,0.9921875,1
"b,g",0.8109375,0.81171875,0.9921875,0.99296875,1
"b,g",0.8078125,0.80859375,0.9890625000000001,0.9898437500000001,1
"b,g",0.8078125,0.80859375,0.98828125,0.9890625000000001,1
"b,g",0.80625,0.8070312500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.80625,0.8070312500000001,0.98828125,0.9890625000000001,1
"b,g",0.8218750000000001,0.8226562500000001,0.9796874999999999,0.98046875,1
"b,g",0.8234375,0.82421875,0.9796874999999999,0.98046875,1
"b,g",0.8031250000000001,0.80390625,0.9921875,0.99296875,1
"b,g",0.8046875,0.80546875,0.9921875,0.99296875,1
"b,g",0.8234375,0.82421875,0.9781249999999999,0.9789062499999999,1
"b,g",0.8031250000000001,0.80390625,0.98828125,0.9890625000000001,1
"b,g",0.8187500000000001,0.81953125,0.9781249999999999,0.9789062499999999,1
"b,g",0.8218750000000001,0.8226562500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.8203125000000001,0.8210937500000002,0.9765625,0.97734375,1
"b,g",0.8187500000000001,0.81953125,0.9765625,0.97734375,1
"b,g",0.8203125000000001,0.8210937500000002,0.9796874999999999,0.98046875,1
"b,g",0.8203125000000001,0.8210937500000002,0.9781249999999999,0.9789062499999999,1
"b,g",0.8046875,0.80546875,0.99140625,0.9921875,1
"b,g",0.8031250000000001,0.80390625,0.99140625,0.9921875,1
"b,g",0.8046875,0.80546875,0.9890625000000001,0.9898437500000001,1
"b,g",0.8187500000000001,0.81953125,0.9796874999999999,0.98046875,1
"b,g",0.8046875,0.80546875,0.98828125,0.9890625000000001,1
"b,g",0.8031250000000001,0.80390625,0.9890625000000001,0.9898437500000001,1
"b,g",0.8,0.80078125,0.9890625000000001,0.9898437500000001,1
"b,g",0.8,0.80078125,0.98828125,0.9890625000000001,1
"b,g",0.8015625000000001,0.8023437500000001,0.98828125,0.9890625000000001,1
"b,g",0.8015625000000001,0.8023437500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.8187500000000001,0.81953125,0.98125,0.9820312499999999,1
"b,g",0.8,0.80078125,0.9921875,0.99296875,1
"b,g",0.8015625000000001,0.8023437500000001,0.99140625,0.9921875,1
"b,g",0.8,0.80078125,0.99140625,0.9921875,1
"b,g",0.8187500000000001,0.81953125,0.984375,0.98515625,1
"b,g",0.8203125000000001,0.8210937500000002,0.9859375,0.9867187500000001,1
"b,g",0.8203125000000001,0.8210937500000002,0.984375,0.98515625,1
"b,g",0.8187500000000001,0.81953125,0.9859375,0.9867187500000001,1
"b,g",0.8218750000000001,0.8226562500000001,0.9859375,0.9867187500000001,1
"b,g",0.8218750000000001,0.8226562500000001,0.984375,0.98515625,1
"b,g",0.8234375,0.82421875,0.9859375,0.9867187500000001,1
"b,g",0.8203125000000001,0.8210937500000002,0.98125,0.9820312499999999,1
"b,g",0.8203125000000001,0.8210937500000002,0.9828125,0.98359375,1
"b,g",0.8234375,0.82421875,0.984375,0.98515625,1
"b,g",0.8187500000000001,0.81953125,0.9828125,0.98359375,1
"b,g",0.8015625000000001,0.8023437500000001,0.9921875,0.99296875,1
"b,g",0.8218750000000001,0.8226562500000001,0.9765625,0.97734375,1
"b,g",0.8234375,0.82421875,0.9765625,0.97734375,1
"b,g",0.8218750000000001,0.8226562500000001,0.9828125,0.98359375,1
"b,g",0.8234375,0.82421875,0.98125,0.9820312499999999,1
"b,g",0.8234375,0.82421875,0.9828125,0.98359375,1
"b,g",0.8218750000000001,0.8226562500000001,0.98125,0.9820312499999999,1
"b,g",0.815625,0.81640625,0.9781249999999999,0.9789062499999999,1
"b,g",0.8140625,0.8148437500000001,0.9859375,0.9867187500000001,1
"b,g",0.8125,0.81328125,0.984375,0.98515625,1
"b,g",0.8125,0.81328125,0.9859375,0.9867187500000001,1
"b,g",0.8171875000000001,0.8179687500000001,0.9796874999999999,0.98046875,1
"b,g",0.8140625,0.8148437500000001,0.9796874999999999,0.98046875,1
"b,g",0.815625,0.81640625,0.9796874999999999,0.98046875,1
"b,g",0.8171875000000001,0.8179687500000001,0.9765625,0.97734375,1
"b,g",0.815625,0.81640625,0.9765625,0.97734375,1
"b,g",0.8125,0.81328125,0.9796874999999999,0.98046875,1
"b,g",0.8140625,0.8148437500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.8125,0.81328125,0.9781249999999999,0.9789062499999999,1
"b,g",0.8171875000000001,0.8179687500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.8140625,0.8148437500000001,0.984375,0.98515625,1
"b,g",0.815625,0.81640625,0.98125,0.9820312499999999,1
"b,g",0.815625,0.81640625,0.9828125,0.98359375,1
"b,g",0.8171875000000001,0.8179687500000001,0.9828125,0.98359375,1
"b,g",0.8171875000000001,0.8179687500000001,0.98125,0.9820312499999999,1
"b,g",0.8125,0.81328125,0.98125,0.9820312499999999,1
"b,g",0.8140625,0.8148437500000001,0.9828125,0.98359375,1
"b,g",0.8125,0.81328125,0.9828125,0.98359375,1
"b,g",0.8140625,0.8148437500000001,0.9765625,0.97734375,1
"b,g",0.8140625,0.8148437500000001,0.98125,0.9820312499999999,1
"b,g",0.8125,0.81328125,0.9765625,0.97734375,1
"b,g",0.815625,0.81640625,0.984375,0.98515625,1
"b,g",0.815625,0.81640625,0.9859375,0.9867187500000001,1
"b,g",0.8171875000000001,0.8179687500000001,0.984375,0.98515625,1
"b,g",0.8171875000000001,0.8179687500000001,0.9859375,0.9867187500000001,1
"b,g",0.9765625,0.97734375,0.9828125,0.98359375,1
"b,g",0.9765625,0.97734375,0.98125,0.9820312499999999,1
"b,g",0.975,0.97578125,0.9828125,0.98359375,1
"b,g",0.975,0.97578125,0.98125,0.9820312499999999,1
"b,g",0.975,0.97578125,0.984375,0.98515625,1
"b,g",0.975,0.97578125,0.9859375,0.9867187500000001,1
"b,g",0.9765625,0.97734375,0.9859375,0.9867187500000001,1
"b,g",0.9765625,0.97734375,0.984375,0.98515625,1
"b,g",0.9781249999999999,0.9789062499999999,0.98125,0.9820312499999999,1
"b,g",0.9781249999999999,0.9789062499999999,0.9828125,0.98359375,1
"b,g",0.9796874999999999,0.98046875,0.9828125,0.98359375,1
"b,g",0.9796874999999999,0.98046875,0.98125,0.9820312499999999,1
"b,g",0.9796874999999999,0.98046875,0.984375,0.98515625,1
"b,g",0.9781249999999999,0.9789062499999999,0.9859375,0.9867187500000001,1
"b,g",0.9796874999999999,0.98046875,0.9859375,0.9867187500000001,1
"b,g",0.9875,0.98828125,0.9890625000000001,0.9898437500000001,1
"b,g",0.9890625000000001,0.9898437500000001,0.98828125,0.9890625000000001,1
"b,g",0.9890625000000001,0.9898437500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.9781249999999999,0.9789062499999999,0.984375,0.98515625,1
"b,g",0.9875,0.98828125,0.98828125,0.9890625000000001,1
"b,g",0.9906250000000001,0.99140625,0.98828125,0.9890625000000001,1
"b,g",0.9906250000000001,0.99140625,0.9921875,0.99296875,1
"b,g",0.9875,0.98828125,0.9921875,0.99296875,1
"b,g",0.9921875,0.99296875,0.98828125,0.9890625000000001,1
"b,g",0.9921875,0.99296875,0.9890625000000001,0.9898437500000001,1
"b,g",0.9906250000000001,0.99140625,0.9890625000000001,0.9898437500000001,1
"b,g",0.9875,0.98828125,0.99140625,0.9921875,1
"b,g",0.9921875,0.99296875,0.99140625,0.9921875,1
"b,g",0.9890625000000001,0.9898437500000001,0.99140625,0.9921875,1
"b,g",0.9906250000000001,0.99140625,0.99140625,0.9921875,1
"b,g",0.9921875,0.99296875,0.9921875,0.99296875,1
"b,g",0.9890625000000001,0.9898437500000001,0.9921875,0.99296875,1
"b,g",0.975,0.97578125,0.9796874999999999,0.98046875,1
"b,g",0.975,0.97578125,0.9781249999999999,0.9789062499999999,1
